houseid,personid,tdtrpnum,trpcnt,trpcnt_AM,TOD,trpcnt_PM,strttime,strhr,strt,startmin,endtime,trvlcmin,trpmiles,trippurp,trptrans,travday,homeown,hhsize,hhvehcnt,hhfaminc,drvrcnt,numadlt,wrkcount,msacat,hh_race,r_age,Age,educ,r_sex,worker,driver
30199548,1,1,1.00,0.00,0.00,0.00,900,9,930,00,905,5,0.27,HBO,2,6,2,1,0,2,0,1,0,2,1,60,1,3,1,2,2
30199548,1,2,1.00,0.00,0.00,0.00,930,9,930,30,935,5,0.27,HBO,2,6,2,1,0,2,0,1,0,2,1,60,1,3,1,2,2
30199548,1,3,1.00,0.00,0.00,0.00,1520,15,1530,20,1530,10,0.48,HBSHOP,2,6,2,1,0,2,0,1,0,2,1,60,1,3,1,2,2
30199548,1,4,1.00,0.00,0.00,0.00,1540,15,1530,40,1545,5,0.48,HBSHOP,2,6,2,1,0,2,0,1,0,2,1,60,1,3,1,2,2
30240616,1,1,1.00,1.00,1.00,0.00,700,7,730,00,730,30,7.91,HBSOCREC,4,5,1,2,1,9,1,2,0,2,1,86,1,5,1,2,1
30240616,1,2,1.00,0.00,0.00,0.00,922,9,930,22,953,31,10.18,NHB,4,5,1,2,1,9,1,2,0,2,1,86,1,5,1,2,1
30240616,1,3,1.00,0.00,0.00,0.00,1120,11,1130,20,1129,9,0.66,NHB,4,5,1,2,1,9,1,2,0,2,1,86,1,5,1,2,1
30240616,1,4,1.00,0.00,0.00,0.00,1545,15,1530,45,1607,22,3.32,HBO,4,5,1,2,1,9,1,2,0,2,1,86,1,5,1,2,1
30262870,1,1,1.00,1.00,1.00,0.00,630,6,630,30,645,15,6.07,HBO,3,6,2,2,1,5,1,1,1,2,1,29,0,3,2,1,1
30262870,1,2,1.00,1.00,1.00,0.00,655,6,630,55,657,2,0.56,NHB,3,6,2,2,1,5,1,1,1,2,1,29,0,3,2,1,1
30262870,1,3,1.00,0.00,0.00,0.00,1230,12,1230,30,1247,17,2.54,NHB,3,6,2,2,1,5,1,1,1,2,1,29,0,3,2,1,1
30262870,1,4,1.00,0.00,0.00,0.00,1307,13,1330,07,1315,8,2.16,NHB,3,6,2,2,1,5,1,1,1,2,1,29,0,3,2,1,1
30262870,1,5,1.00,0.00,2.00,1.00,1824,18,1830,24,1829,5,0.58,NHB,3,6,2,2,1,5,1,1,1,2,1,29,0,3,2,1,1
30262870,1,6,1.00,0.00,2.00,1.00,1833,18,1830,33,1843,10,5.08,NHB,3,6,2,2,1,5,1,1,1,2,1,29,0,3,2,1,1
30262870,1,7,1.00,0.00,2.00,1.00,1859,18,1830,59,1905,6,1.17,HBSHOP,3,6,2,2,1,5,1,1,1,2,1,29,0,3,2,1,1
30298039,1,1,1.00,0.00,0.00,0.00,930,9,930,30,1000,30,11.44,HBO,3,6,1,2,1,4,1,2,0,2,1,80,1,2,2,2,1
30298039,1,2,1.00,0.00,0.00,0.00,1130,11,1130,30,1145,15,0.27,NHB,3,6,1,2,1,4,1,2,0,2,1,80,1,2,2,2,1
30298039,1,3,1.00,0.00,0.00,0.00,1200,12,1230,00,1215,15,0.29,NHB,3,6,1,2,1,4,1,2,0,2,1,80,1,2,2,2,1
30298039,1,4,1.00,0.00,0.00,0.00,1330,13,1330,30,1400,30,8.63,NHB,3,6,1,2,1,4,1,2,0,2,1,80,1,2,2,2,1
30298039,1,5,1.00,0.00,0.00,0.00,1445,14,1430,45,1500,15,0.33,NHB,3,6,1,2,1,4,1,2,0,2,1,80,1,2,2,2,1
30298039,1,6,1.00,0.00,2.00,1.00,1700,17,1730,00,1730,30,8.13,NHB,3,6,1,2,1,4,1,2,0,2,1,80,1,2,2,2,1
30298039,1,7,1.00,0.00,2.00,1.00,1745,17,1730,45,1830,45,7.41,HBSHOP,3,6,1,2,1,4,1,2,0,2,1,80,1,2,2,2,1
30298039,2,1,1.00,0.00,0.00,0.00,930,9,930,30,1000,30,11.44,HBSHOP,3,6,1,2,1,4,1,2,0,2,1,48,0,2,1,2,2
30298039,2,2,1.00,0.00,0.00,0.00,1115,11,1130,15,1145,30,0.27,NHB,3,6,1,2,1,4,1,2,0,2,1,48,0,2,1,2,2
30298039,2,3,1.00,0.00,0.00,0.00,1200,12,1230,00,1215,15,0.29,NHB,3,6,1,2,1,4,1,2,0,2,1,48,0,2,1,2,2
30298039,2,4,1.00,0.00,0.00,0.00,1330,13,1330,30,1400,30,8.63,NHB,3,6,1,2,1,4,1,2,0,2,1,48,0,2,1,2,2
30298039,2,5,1.00,0.00,0.00,0.00,1445,14,1430,45,1500,15,0.33,NHB,3,6,1,2,1,4,1,2,0,2,1,48,0,2,1,2,2
30298039,2,6,1.00,0.00,0.00,0.00,1545,15,1530,45,1700,75,8.13,NHB,3,6,1,2,1,4,1,2,0,2,1,48,0,2,1,2,2
30298039,2,7,1.00,0.00,2.00,1.00,1800,18,1830,00,1830,30,7.41,HBSHOP,3,6,1,2,1,4,1,2,0,2,1,48,0,2,1,2,2
30310512,1,1,1.00,0.00,0.00,0.00,1040,10,1030,40,1055,15,4.43,HBW,3,4,1,4,3,6,3,3,1,2,1,61,1,3,1,2,1
30310512,1,2,1.00,0.00,0.00,0.00,1150,11,1130,50,1210,20,4.45,HBW,3,4,1,4,3,6,3,3,1,2,1,61,1,3,1,2,1
30310512,2,1,1.00,0.00,0.00,0.00,900,9,930,00,945,45,25.48,HBW,3,4,1,4,3,6,3,3,1,2,1,59,1,3,2,1,1
30310512,2,2,1.00,0.00,2.00,1.00,1745,17,1730,45,1845,60,26.82,HBW,3,4,1,4,3,6,3,3,1,2,1,59,1,3,2,1,1
30318180,1,1,1.00,1.00,1.00,0.00,630,6,630,30,700,30,16.91,HBW,5,4,1,1,1,4,1,1,1,2,1,54,1,2,1,1,1
30318180,1,2,1.00,0.00,2.00,1.00,1830,18,1830,30,1930,60,14.43,HBW,5,4,1,1,1,4,1,1,1,2,1,54,1,2,1,1,1
30320797,1,1,1.00,0.00,0.00,0.00,900,9,930,00,945,45,16.50,HBO,5,4,1,2,1,8,2,2,0,2,1,73,1,3,1,2,1
30320797,1,2,1.00,0.00,0.00,0.00,1100,11,1130,00,1130,30,18.03,NHB,5,4,1,2,1,8,2,2,0,2,1,73,1,3,1,2,1
30320797,1,3,1.00,0.00,0.00,0.00,1135,11,1130,35,1200,25,10.20,HBSHOP,5,4,1,2,1,8,2,2,0,2,1,73,1,3,1,2,1
30320797,2,1,1.00,0.00,0.00,0.00,900,9,930,00,945,45,16.50,HBO,5,4,1,2,1,8,2,2,0,2,1,69,1,3,2,2,1
30320797,2,2,1.00,0.00,0.00,0.00,1100,11,1130,00,1130,30,18.03,NHB,5,4,1,2,1,8,2,2,0,2,1,69,1,3,2,2,1
30320797,2,3,1.00,0.00,0.00,0.00,1135,11,1130,35,1200,25,10.20,HBSHOP,5,4,1,2,1,8,2,2,0,2,1,69,1,3,2,2,1
30323570,1,1,1.00,1.00,1.00,0.00,730,7,730,30,800,30,7.51,HBW,3,2,1,1,1,5,1,1,1,2,1,50,0,5,2,1,1
30323570,1,2,1.00,0.00,0.00,0.00,1430,14,1430,30,1500,30,4.20,NHB,3,2,1,1,1,5,1,1,1,2,1,50,0,5,2,1,1
30323570,1,3,1.00,0.00,0.00,0.00,1520,15,1530,20,1540,20,4.21,HBW,3,2,1,1,1,5,1,1,1,2,1,50,0,5,2,1,1
30323570,1,4,1.00,0.00,2.00,1.00,1715,17,1730,15,1805,50,18.48,HBW,3,2,1,1,1,5,1,1,1,2,1,50,0,5,2,1,1
30323570,1,5,1.00,0.00,0.00,0.00,1930,19,1930,30,2000,30,19.48,NHB,3,2,1,1,1,5,1,1,1,2,1,50,0,5,2,1,1
30323570,1,6,1.00,0.00,0.00,0.00,2010,20,2030,10,2020,10,3.03,HBSHOP,3,2,1,1,1,5,1,1,1,2,1,50,0,5,2,1,1
30325078,1,1,1.00,0.00,0.00,0.00,900,9,930,00,955,55,15.74,HBW,3,2,1,1,1,6,1,1,1,2,1,29,0,5,1,1,1
30325078,1,2,1.00,0.00,2.00,1.00,1845,18,1830,45,1938,53,16.55,HBW,3,2,1,1,1,6,1,1,1,2,1,29,0,5,1,1,1
30335596,1,1,1.00,1.00,1.00,0.00,630,6,630,30,638,8,3.53,HBSHOP,4,3,2,5,2,3,2,2,2,2,1,29,0,2,2,1,1
30335596,1,2,1.00,1.00,1.00,0.00,642,6,630,42,645,3,0.71,NHB,4,3,2,5,2,3,2,2,2,2,1,29,0,2,2,1,1
30335596,1,3,1.00,1.00,1.00,0.00,650,6,630,50,658,8,3.22,NHB,4,3,2,5,2,3,2,2,2,2,1,29,0,2,2,1,1
30335596,1,4,1.00,0.00,0.00,0.00,1430,14,1430,30,1440,10,3.44,HBW,4,3,2,5,2,3,2,2,2,2,1,29,0,2,2,1,1
30335596,1,5,1.00,0.00,2.00,1.00,1603,16,1630,03,1615,12,2.25,HBO,4,3,2,5,2,3,2,2,2,2,1,29,0,2,2,1,1
30335596,1,6,1.00,0.00,2.00,1.00,1620,16,1630,20,1628,8,2.26,HBO,4,3,2,5,2,3,2,2,2,2,1,29,0,2,2,1,1
30335596,2,1,1.00,0.00,0.00,0.00,500,5,530,00,545,45,23.39,HBW,3,3,2,5,2,3,2,2,2,2,1,32,0,2,1,1,1
30335596,2,2,1.00,0.00,2.00,1.00,1830,18,1830,30,1930,60,23.40,HBW,3,3,2,5,2,3,2,2,2,2,1,32,0,2,1,1,1
30354460,1,1,1.00,1.00,1.00,0.00,700,7,730,00,820,80,92.33,HBW,3,4,1,2,4,11,2,2,2,2,1,63,1,5,1,1,1
30354460,1,2,1.00,0.00,0.00,0.00,1225,12,1230,25,1240,15,0.11,NHB,1,4,1,2,4,11,2,2,2,2,1,63,1,5,1,1,1
30354460,1,3,1.00,0.00,0.00,0.00,1255,12,1230,55,1300,5,0.11,NHB,1,4,1,2,4,11,2,2,2,2,1,63,1,5,1,1,1
30354460,1,4,1.00,0.00,2.00,1.00,1715,17,1730,15,1850,95,89.41,NHB,3,4,1,2,4,11,2,2,2,2,1,63,1,5,1,1,1
30354460,1,5,1.00,0.00,2.00,1.00,1854,18,1830,54,1905,11,2.83,HBO,3,4,1,2,4,11,2,2,2,2,1,63,1,5,1,1,1
30354460,2,1,1.00,1.00,1.00,0.00,710,7,730,10,730,20,8.77,HBW,4,4,1,2,4,11,2,2,2,2,1,59,1,4,2,1,1
30354460,2,2,1.00,0.00,0.00,0.00,1200,12,1230,00,1215,15,7.61,NHB,4,4,1,2,4,11,2,2,2,2,1,59,1,4,2,1,1
30354460,2,3,1.00,0.00,0.00,0.00,1220,12,1230,20,1225,5,1.35,NHB,4,4,1,2,4,11,2,2,2,2,1,59,1,4,2,1,1
30354460,2,4,1.00,0.00,0.00,0.00,1245,12,1230,45,1310,25,8.77,NHB,4,4,1,2,4,11,2,2,2,2,1,59,1,4,2,1,1
30354460,2,5,1.00,0.00,2.00,1.00,1630,16,1630,30,1645,15,4.97,NHB,4,4,1,2,4,11,2,2,2,2,1,59,1,4,2,1,1
30354460,2,6,1.00,0.00,2.00,1.00,1715,17,1730,15,1735,20,3.77,HBSHOP,4,4,1,2,4,11,2,2,2,2,1,59,1,4,2,1,1
30383231,1,1,1.00,0.00,0.00,0.00,1310,13,1330,10,1325,15,2.68,HBSHOP,3,4,1,1,1,5,1,1,0,2,1,76,1,3,1,2,1
30383231,1,2,1.00,0.00,0.00,0.00,1405,14,1430,05,1415,10,0.79,NHB,3,4,1,1,1,5,1,1,0,2,1,76,1,3,1,2,1
30383231,1,3,1.00,0.00,0.00,0.00,1500,15,1530,00,1515,15,2.09,NHB,3,4,1,1,1,5,1,1,0,2,1,76,1,3,1,2,1
30383231,1,4,1.00,0.00,2.00,1.00,1610,16,1630,10,1625,15,2.70,HBSHOP,3,4,1,1,1,5,1,1,0,2,1,76,1,3,1,2,1
30383231,1,5,1.00,0.00,2.00,1.00,1740,17,1730,40,1800,20,8.12,HBSHOP,3,4,1,1,1,5,1,1,0,2,1,76,1,3,1,2,1
30383231,1,6,1.00,0.00,0.00,0.00,1915,19,1930,15,1935,20,8.14,HBSHOP,3,4,1,1,1,5,1,1,0,2,1,76,1,3,1,2,1
30384854,1,1,1.00,1.00,1.00,0.00,830,8,830,30,835,5,1.11,HBO,3,2,2,5,2,8,2,3,2,2,1,45,0,5,1,1,1
30384854,1,2,1.00,1.00,1.00,0.00,850,8,830,50,855,5,0.87,NHB,3,2,2,5,2,8,2,3,2,2,1,45,0,5,1,1,1
30384854,1,3,1.00,0.00,0.00,0.00,900,9,930,00,1007,67,41.32,NHB,3,2,2,5,2,8,2,3,2,2,1,45,0,5,1,1,1
30384854,1,4,1.00,0.00,2.00,1.00,1630,16,1630,30,1740,70,42.17,HBW,3,2,2,5,2,8,2,3,2,2,1,45,0,5,1,1,1
30384854,2,1,1.00,1.00,1.00,0.00,800,8,830,00,845,45,28.52,HBW,4,2,2,5,2,8,2,3,2,2,1,41,0,5,2,1,1
30384854,2,2,1.00,0.00,2.00,1.00,1600,16,1630,00,1640,40,28.85,NHB,4,2,2,5,2,8,2,3,2,2,1,41,0,5,2,1,1
30384854,2,3,1.00,0.00,2.00,1.00,1650,16,1630,50,1655,5,0.74,HBO,4,2,2,5,2,8,2,3,2,2,1,41,0,5,2,1,1
30384854,5,1,1.00,0.00,0.00,0.00,1000,10,1030,00,1030,30,1.52,HBO,1,2,2,5,2,8,2,3,2,2,1,73,1,3,2,2,2
30384854,5,2,1.00,0.00,0.00,0.00,1500,15,1530,00,1530,30,1.52,HBO,1,2,2,5,2,8,2,3,2,2,1,73,1,3,2,2,2
30405540,1,1,1.00,1.00,1.00,0.00,805,8,830,05,823,18,0.11,HBO,1,5,1,4,3,9,3,3,2,2,1,49,0,5,2,1,1
30405540,1,2,1.00,1.00,1.00,0.00,850,8,830,50,918,28,3.89,HBW,5,5,1,4,3,9,3,3,2,2,1,49,0,5,2,1,1
30405540,1,3,1.00,0.00,0.00,0.00,1145,11,1130,45,1153,8,0.34,NHB,1,5,1,4,3,9,3,3,2,2,1,49,0,5,2,1,1
30405540,1,4,1.00,0.00,0.00,0.00,1235,12,1230,35,1242,7,0.34,NHB,1,5,1,4,3,9,3,3,2,2,1,49,0,5,2,1,1
30405540,1,5,1.00,0.00,0.00,0.00,1334,13,1330,34,1408,34,10.12,NHB,5,5,1,4,3,9,3,3,2,2,1,49,0,5,2,1,1
30405540,1,6,1.00,0.00,0.00,0.00,1409,14,1430,09,1419,10,2.68,NHB,5,5,1,4,3,9,3,3,2,2,1,49,0,5,2,1,1
30405540,1,7,1.00,0.00,0.00,0.00,1532,15,1530,32,1547,15,5.88,NHB,5,5,1,4,3,9,3,3,2,2,1,49,0,5,2,1,1
30405540,1,8,1.00,0.00,0.00,0.00,1552,15,1530,52,1607,15,4.26,HBSHOP,5,5,1,4,3,9,3,3,2,2,1,49,0,5,2,1,1
30405540,1,9,1.00,0.00,2.00,1.00,1850,18,1830,50,1900,10,2.24,HBO,4,5,1,4,3,9,3,3,2,2,1,49,0,5,2,1,1
30405540,1,10,1.00,0.00,0.00,0.00,2030,20,2030,30,2055,25,8.91,NHB,4,5,1,4,3,9,3,3,2,2,1,49,0,5,2,1,1
30405540,1,11,1.00,0.00,0.00,0.00,2135,21,2130,35,2202,27,10.78,HBO,4,5,1,4,3,9,3,3,2,2,1,49,0,5,2,1,1
30405540,2,1,1.00,1.00,1.00,0.00,620,6,630,20,622,2,0.38,HBO,4,5,1,4,3,9,3,3,2,2,1,50,0,5,1,1,1
30405540,2,2,1.00,1.00,1.00,0.00,625,6,630,25,635,10,3.63,NHB,4,5,1,4,3,9,3,3,2,2,1,50,0,5,1,1,1
30405540,2,3,1.00,0.00,0.00,0.00,1145,11,1130,45,1153,8,0.35,NHB,1,5,1,4,3,9,3,3,2,2,1,50,0,5,1,1,1
30405540,2,4,1.00,0.00,0.00,0.00,1235,12,1230,35,1242,7,0.35,NHB,1,5,1,4,3,9,3,3,2,2,1,50,0,5,1,1,1
30405540,2,5,1.00,0.00,2.00,1.00,1805,18,1830,05,1823,18,3.82,HBW,4,5,1,4,3,9,3,3,2,2,1,50,0,5,1,1,1
30405540,2,6,1.00,0.00,2.00,1.00,1850,18,1830,50,1900,10,2.24,HBO,4,5,1,4,3,9,3,3,2,2,1,50,0,5,1,1,1
30405540,2,7,1.00,0.00,0.00,0.00,2030,20,2030,30,2055,25,8.91,NHB,4,5,1,4,3,9,3,3,2,2,1,50,0,5,1,1,1
30405540,2,8,1.00,0.00,0.00,0.00,2135,21,2130,35,2202,27,10.78,HBO,4,5,1,4,3,9,3,3,2,2,1,50,0,5,1,1,1
30405540,3,1,1.00,1.00,1.00,0.00,658,6,630,58,715,17,4.81,HBO,4,5,1,4,3,9,3,3,2,2,1,18,0,1,1,2,1
30405540,3,2,1.00,0.00,0.00,0.00,1433,14,1430,33,1504,31,4.81,HBO,4,5,1,4,3,9,3,3,2,2,1,18,0,1,1,2,1
30405540,3,3,1.00,0.00,0.00,0.00,1540,15,1530,40,1555,15,3.39,HBO,4,5,1,4,3,9,3,3,2,2,1,18,0,1,1,2,1
30405540,3,4,1.00,0.00,2.00,1.00,1658,16,1630,58,1714,16,3.32,HBO,4,5,1,4,3,9,3,3,2,2,1,18,0,1,1,2,1
30405540,3,5,1.00,0.00,2.00,1.00,1841,18,1830,41,1912,31,10.81,HBO,4,5,1,4,3,9,3,3,2,2,1,18,0,1,1,2,1
30405540,3,6,1.00,0.00,0.00,0.00,1914,19,1930,14,1944,30,10.78,HBO,4,5,1,4,3,9,3,3,2,2,1,18,0,1,1,2,1
30429881,1,1,1.00,1.00,1.00,0.00,715,7,730,15,745,30,8.92,HBW,3,5,2,1,1,5,1,1,1,2,1,31,0,4,2,1,1
30429881,1,2,1.00,0.00,0.00,0.00,1515,15,1530,15,1600,45,8.91,HBW,3,5,2,1,1,5,1,1,1,2,1,31,0,4,2,1,1
30440473,1,1,1.00,1.00,1.00,0.00,740,7,730,40,745,5,0.63,HBO,3,5,1,2,2,3,1,1,0,2,1,48,0,4,2,2,1
30440473,1,2,1.00,1.00,1.00,0.00,800,8,830,00,815,15,4.51,NHB,3,5,1,2,2,3,1,1,0,2,1,48,0,4,2,2,1
30443159,1,1,1.00,1.00,1.00,0.00,814,8,830,14,831,17,5.01,HBW,3,3,1,3,3,7,2,2,2,2,1,49,0,5,2,1,1
30443159,1,2,1.00,0.00,0.00,0.00,1018,10,1030,18,1021,3,0.71,NHB,3,3,1,3,3,7,2,2,2,2,1,49,0,5,2,1,1
30443159,1,3,1.00,0.00,0.00,0.00,1145,11,1130,45,1150,5,0.70,NHB,3,3,1,3,3,7,2,2,2,2,1,49,0,5,2,1,1
30443159,1,4,1.00,0.00,2.00,1.00,1600,16,1630,00,1620,20,4.97,HBW,3,3,1,3,3,7,2,2,2,2,1,49,0,5,2,1,1
30443159,2,1,1.00,1.00,1.00,0.00,655,6,630,55,705,10,4.71,HBO,3,3,1,3,3,7,2,2,2,2,1,48,0,3,1,1,1
30443159,2,2,1.00,1.00,1.00,0.00,716,7,730,16,730,14,5.16,NHB,3,3,1,3,3,7,2,2,2,2,1,48,0,3,1,1,1
30443159,2,3,1.00,0.00,0.00,0.00,940,9,930,40,948,8,3.34,NHB,4,3,1,3,3,7,2,2,2,2,1,48,0,3,1,1,1
30443159,2,4,1.00,0.00,0.00,0.00,1425,14,1430,25,1430,5,1.78,NHB,4,3,1,3,3,7,2,2,2,2,1,48,0,3,1,1,1
30443159,2,5,1.00,0.00,0.00,0.00,1434,14,1430,34,1444,10,6.89,NHB,4,3,1,3,3,7,2,2,2,2,1,48,0,3,1,1,1
30443159,2,6,1.00,0.00,0.00,0.00,1530,15,1530,30,1545,15,5.10,NHB,4,3,1,3,3,7,2,2,2,2,1,48,0,3,1,1,1
30443159,2,7,1.00,0.00,0.00,0.00,1550,15,1530,50,1601,11,4.03,NHB,4,3,1,3,3,7,2,2,2,2,1,48,0,3,1,1,1
30443159,2,8,1.00,0.00,2.00,1.00,1602,16,1630,02,1609,7,3.34,NHB,4,3,1,3,3,7,2,2,2,2,1,48,0,3,1,1,1
30443159,2,9,1.00,0.00,2.00,1.00,1735,17,1730,35,1745,10,3.34,HBW,4,3,1,3,3,7,2,2,2,2,1,48,0,3,1,1,1
30443159,2,10,1.00,0.00,0.00,0.00,2032,20,2030,32,2036,4,1.81,HBSHOP,3,3,1,3,3,7,2,2,2,2,1,48,0,3,1,1,1
30443159,2,11,1.00,0.00,0.00,0.00,2045,20,2030,45,2050,5,1.80,HBSHOP,3,3,1,3,3,7,2,2,2,2,1,48,0,3,1,1,1
30444282,1,1,1.00,0.00,0.00,0.00,1145,11,1130,45,1215,30,20.96,HBW,4,3,1,4,2,8,2,2,2,2,1,52,1,4,1,1,1
30444282,1,2,1.00,0.00,0.00,0.00,1445,14,1430,45,1500,15,4.59,HBSOCREC,4,3,1,4,2,8,2,2,2,2,1,52,1,4,1,1,1
30444282,1,3,1.00,0.00,0.00,0.00,1530,15,1530,30,1540,10,4.47,HBSOCREC,4,3,1,4,2,8,2,2,2,2,1,52,1,4,1,1,1
30444282,2,1,1.00,1.00,1.00,0.00,830,8,830,30,850,20,23.53,HBW,4,3,1,4,2,8,2,2,2,2,1,49,0,2,2,1,1
30444282,2,2,1.00,0.00,0.00,0.00,1100,11,1130,00,1120,20,21.14,HBW,4,3,1,4,2,8,2,2,2,2,1,49,0,2,2,1,1
30444282,2,3,1.00,0.00,0.00,0.00,1445,14,1430,45,1500,15,4.59,HBSOCREC,4,3,1,4,2,8,2,2,2,2,1,49,0,2,2,1,1
30444282,2,4,1.00,0.00,0.00,0.00,1530,15,1530,30,1540,10,4.47,HBSOCREC,4,3,1,4,2,8,2,2,2,2,1,49,0,2,2,1,1
30444282,2,5,1.00,0.00,0.00,0.00,1550,15,1530,50,1600,10,2.70,HBSOCREC,4,3,1,4,2,8,2,2,2,2,1,49,0,2,2,1,1
30444282,2,6,1.00,0.00,2.00,1.00,1610,16,1630,10,1620,10,2.65,HBSOCREC,4,3,1,4,2,8,2,2,2,2,1,49,0,2,2,1,1
30444282,2,7,1.00,0.00,2.00,1.00,1710,17,1730,10,1725,15,6.74,HBO,4,3,1,4,2,8,2,2,2,2,1,49,0,2,2,1,1
30444282,2,8,1.00,0.00,2.00,1.00,1735,17,1730,35,1755,20,6.72,HBO,4,3,1,4,2,8,2,2,2,2,1,49,0,2,2,1,1
30444981,1,1,1.00,0.00,0.00,0.00,1500,15,1530,00,1530,30,14.74,HBO,4,6,1,2,1,4,1,2,0,2,1,87,1,4,1,2,1
30444981,1,2,1.00,0.00,2.00,1.00,1700,17,1730,00,1730,30,12.92,HBO,4,6,1,2,1,4,1,2,0,2,1,87,1,4,1,2,1
30444981,2,1,1.00,0.00,0.00,0.00,1500,15,1530,00,1530,30,14.74,HBO,4,6,1,2,1,4,1,2,0,2,1,86,1,4,2,2,2
30444981,2,2,1.00,0.00,2.00,1.00,1700,17,1730,00,1730,30,12.92,HBO,4,6,1,2,1,4,1,2,0,2,1,86,1,4,2,2,2
30452424,1,1,1.00,0.00,0.00,0.00,1000,10,1030,00,1005,5,2.44,HBSHOP,3,4,1,1,1,2,1,1,0,2,1,88,1,4,1,2,1
